name,slug,type,description,address,city,state,county,zip_code,phone,email,website,age_range_min,age_range_max,age_min_months,age_max_months,capacity,license_number,is_verified_by_gov,source,ages_served_raw,lat,lng
CHINESE-AMERICAN PLANNING COUNCIL INC.,chinese-american-planning-council-inc-new-york-5910,school,,"125 WALKER STREET, 3RD FLOOR",New York,NY,Manhattan,10013,+12123439630,,www.cpc-nyc.org,2,5,24.0,60,66,5910,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE WILLIAM WOODWARD JR. NURSERY SCHOOL,the-william-woodward-jr-nursery-school-new-york-3957,school,,435 EAST 70TH STREET,New York,NY,Manhattan,10021,+12127446611,,www.williamwoodwardns.org,2,5,24.0,60,45,53957,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE CATHEDRAL SCHOOL,the-cathedral-school-new-york-2548,school,,319 EAST 74 STREET,New York,NY,Manhattan,10021,+12122492840,,,3,5,36.0,60,0,DC2548,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
METROPOLITAN MONTESSORI PRESCHOOL,metropolitan-montessori-preschool-new-york-5204,school,,325 WEST 85 STREET,New York,NY,Manhattan,10024,+12125795525,,,3,5,36.0,60,78,105204,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
CORLEARS SCHOOL,corlears-school-new-york-0197,daycare,,324 WEST 15 STREET,New York,NY,Manhattan,10011,+12127412800,,WWW.CORLEARSSCHOOL.ORG,0,2,,24,36,100197,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-3021,school,,337 2ND AVENUE,New York,NY,Manhattan,10003,+12126777375,,www.nycpreschool.org,2,5,24.0,60,54,73021,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-3021,school,,337 2ND AVENUE,New York,NY,Manhattan,10003,+12126777375,,www.nycpreschool.org,2,5,24.0,60,54,73021,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-3021,school,,337 2ND AVENUE,New York,NY,Manhattan,10003,+12126777375,,www.nycpreschool.org,2,5,24.0,60,54,73021,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CENTRAL SYNAGOGUE,central-synagogue-new-york-2285,school,,123 EAST 55 STREET,New York,NY,Manhattan,10022,+12128385122,,www.centralsynagogue.org,2,5,24.0,60,120,2285,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CONGREGATION RODEPH SHOLOM K.J.,congregation-rodeph-sholom-k-j-new-york-4297,school,,10 WEST 84 STREET,New York,NY,Manhattan,10024,+16464388520,,www.rodephsholomschool.org,2,5,24.0,60,331,84297,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
OVERSEA CHINESE MISSION,oversea-chinese-mission-new-york-4425,camp,,154 HESTER STREET,New York,NY,Manhattan,10013,+12122191472,,,0,16,,192,100,104425,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"URBAN CONCEPTS OF NEW YORK ROUND THE CLOCK NURSERY, INC.",urban-concepts-of-new-york-round-the-clock-nursery-inc-new-york-8104,school,,301B WEST 130 STREET,New York,NY,Manhattan,10027,+12126940615,,,2,5,24.0,60,75,8104,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"URBAN CONCEPTS OF NEW YORK ROUND THE CLOCK NURSERY, INC.",urban-concepts-of-new-york-round-the-clock-nursery-inc-new-york-8104,school,,301B WEST 130 STREET,New York,NY,Manhattan,10027,+12126940615,,,2,5,24.0,60,75,8104,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHILDREN'S ALL DAY SCHOOL,children-s-all-day-school-new-york-4270,school,,109 EAST 60 STREET,New York,NY,Manhattan,10022,+12127524566,,www.childrensallday.org,2,5,24.0,60,64,4270,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHELSEA PIERS L.P.,chelsea-piers-l-p-new-york-7552,daycare,,111A 11TH AVENUE,New York,NY,Manhattan,10011,+12123366500,,www.chelseapiers.com,0,2,,24,17,7552,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE WASHINGTON MARKET SCHOOL,the-washington-market-school-new-york-5879,school,,55 HUDSON STREET,New York,NY,Manhattan,10013,+12122332176,,thewashintonmarketschool.org,2,5,24.0,60,140,5879,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PERRY KIDS INC.,perry-kids-inc-new-york-3361,school,,55 BETHUNE STREET,New York,NY,Manhattan,10014,+12122551685,,,2,5,24.0,60,29,73361,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHILDREN'S ALL DAY SCHOOL,children-s-all-day-school-new-york-4270,school,,109 EAST 60 STREET,New York,NY,Manhattan,10022,+12127524566,,www.childrensallday.org,2,5,24.0,60,64,4270,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",bright-horizons-children-s-centers-llc-new-york-7267,school,,435 EAST 70 STREET,New York,NY,Manhattan,10021,+12127466543,,www.brighthorizons.com,2,5,24.0,60,51,7267,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"VICTORIA CHILDREN'S CENTER,  INC.",victoria-children-s-center-inc-new-york-3017,school,,323 GRAND STREET,New York,NY,Manhattan,10002,+12126251828,,www.victoriachildrensgroup.com,2,5,24.0,60,134,63017,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ASSOCIATION TO BENEFIT CHILDREN,association-to-benefit-children-new-york-4186,school,,316 EAST 88 STREET,New York,NY,Manhattan,10128,+12125343656,,www.merricats.org,2,5,24.0,60,55,4186,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHINESE-AMERICAN PLANNING COUNCIL, INC.",chinese-american-planning-council-inc-new-york-6408,school,,108 AVENUE D,New York,NY,Manhattan,10009,+12125339138,,cpc-nyc.org,2,5,24.0,60,60,6408,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FRANKLIN PLAZA EARLY CHILDHOOD CENTER,franklin-plaza-early-childhood-center-new-york-7460,school,,2081 SECOND AVENUE,New York,NY,Manhattan,10029,+12128286052,,www.unionsettlement.org,2,5,24.0,60,60,7460,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KIDS IN THE GAME LLC,kids-in-the-game-llc-new-york-4882,camp,,4 East  90  Street,New York,NY,Manhattan,10128,+12126410260,,,0,16,,192,100,104882,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
THE GODDARD SCHOOL,the-goddard-school-new-york-3931,school,,1775 York  Avenue,New York,NY,Manhattan,10128,+12128608700,,www.godardschool.com,2,5,24.0,60,52,103931,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS,bright-horizons-children-s-centers-new-york-4818,daycare,,100 WEST 89TH STREET,New York,NY,Manhattan,10024,+16469300380,,WWW.BRIGHTHORIZONS.COM/WEST89T,0,2,,24,27,74818,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-4727,school,,775 COLUMBUS AVENUE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,2,5,24.0,60,135,104727,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MANHATTAN SCHOOLHOUSE LLC,manhattan-schoolhouse-llc-new-york-5697,daycare,,1624 FIRST AVENUE,New York,NY,Manhattan,10028,+12127722066,,www.manhattanschoolhouse.com,0,2,,24,56,85697,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ROOSEVELT ISLAND DAY NURSERY,roosevelt-island-day-nursery-new-york-8325,school,,405 MAIN STREET,New York,NY,Manhattan,10044,+12129353747,,www.ridn.org,2,5,24.0,60,15,8325,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHRIST CHURCH, METHODIST EPISCOPAL, OF NEW YORK CITY",christ-church-methodist-episcopal-of-new-york-city-new-york-1789,school,,520-524 PARK AVENUE,New York,NY,Manhattan,10022,+12128383039,,www.christchurchnyc.org,2,5,24.0,60,75,1789,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE EAST CHELSEA CHILDRENS WORKSHOP, INC.",the-east-chelsea-childrens-workshop-inc-new-york-4869,school,,17 EAST 16TH STREET,New York,NY,Manhattan,10003,+12126918964,,WWW.CHILDRENSINTERNATIONALWORKSHOP.COM,2,5,24.0,60,29,4869,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
RISING GROUND INC.,rising-ground-inc-new-york-6417,school,,1751 PARK AVENUE,New York,NY,Manhattan,10035,+13477589128,,www.leakeandwatts.org,2,5,24.0,60,89,96417,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE EDUCTIONAL ALLIANCE, INC.",the-eductional-alliance-inc-new-york-6440,school,,344 EAST 14 STREET,New York,NY,Manhattan,10003,+12127804338,,www.14streety.org,2,5,24.0,60,88,6440,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BLUE SCHOOL,blue-school-new-york-2340,school,,241 WATER STREET,New York,NY,Manhattan,10038,+12122286341,,,3,5,36.0,60,0,DC22340,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,university-settlement-society-of-new-york-new-york-6100,daycare,,4 WASHINGTON SQUARE VILLAGE,New York,NY,Manhattan,10012,+12129822273,,www.universitysettlement.org,0,2,,24,6,56100,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
OUR LADY QUEEN OF MARTYRS SCHOOL,our-lady-queen-of-martyrs-school-new-york-1415,school,,71-91 ARDEN STREET,New York,NY,Manhattan,10040,+12125673190,,www.archny.org/education,3,5,36.0,60,0,DC1415,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
SAN JOSE NURSERY,san-jose-nursery-new-york-6880,daycare,,432 WEST 20 STREET,New York,NY,Manhattan,10011,+12129290839,,,0,2,,24,20,6880,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BRIGHT HORIZONS AT EAST VILLAGE,bright-horizons-at-east-village-new-york-5145,daycare,,526 E 14TH ST,New York,NY,Manhattan,10009,+13322558506,,www.brighthorizons.com,0,2,,24,54,105145,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ASCENSION SCHOOL,ascension-school-new-york-2547,school,,220 WEST 108 STREET,New York,NY,Manhattan,10025,+12122225161,,www.archny.org/education,3,5,36.0,60,25,DC2547,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
THE JACK AND JILL SCHOOL AT ST. GEORGE'S CHURCH,the-jack-and-jill-school-at-st-george-s-church-new-york-5089,school,,209 EAST 16 STREET,New York,NY,Manhattan,10003,+12124750855,,WWW.THEJACKANDJILLSCHOOL.ORG,2,5,24.0,60,39,5089,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EVERBROOK ACADEMY,everbrook-academy-new-york-7192,school,,225 EAST 38 STREET,New York,NY,Manhattan,10016,+12126828080,,,2,5,24.0,60,58,7192,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE GODDARD SCHOOL,the-goddard-school-new-york-0257,school,,2495 BROADWAY,New York,NY,Manhattan,10025,+12127122727,,,2,5,24.0,60,132,10257,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"VIVVI 1, LLC",vivvi-1-llc-new-york-4927,school,,75 Varick  Street,New York,NY,Manhattan,10013,+12125197660,,www.vivvi.co,2,5,24.0,60,46,104927,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MSKCC CHILDREN'S CENTER,mskcc-children-s-center-new-york-7236,school,,475 MAIN STREET,New York,NY,Manhattan,10044,+12122240129,,www.brighthorizons.com/mskcc,2,5,24.0,60,30,7236,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,east-harlem-council-for-human-services-inc-new-york-6385,school,,30 EAST 111 STREET,New York,NY,Manhattan,10029,+12128607201,,,2,5,24.0,60,87,6385,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT MINDS CENTER,bright-minds-center-new-york-5416,school,,341 WEST   50 STREET,New York,NY,Manhattan,10019,+12123796640,,,2,5,24.0,60,92,105416,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KIDS IN THE GAME LLC,kids-in-the-game-llc-new-york-4882,camp,,4 East  90  Street,New York,NY,Manhattan,10128,+12126410260,,,0,16,,192,100,104882,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
TREVOR DAY SCHOOL,trevor-day-school-new-york-9362,school,,1 WEST   88 STREET,New York,NY,Manhattan,10024,+12124263305,,,3,5,36.0,60,0,DC39362,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
DREAM CHARTER SCHOOL,dream-charter-school-new-york-3115,school,,433 EAST 100 STREET,New York,NY,Manhattan,10029,+16465180739,,,2,5,24.0,60,0,DC33115,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"ST. THOMAS MOORE PLAY GROUP, INC.",st-thomas-moore-play-group-inc-new-york-5113,school,,65 EAST 89 STREET,New York,NY,Manhattan,10128,+12125343977,,,2,5,24.0,60,70,5113,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"CHINATOWN  DAY CARE CENTER, INC.",chinatown-day-care-center-inc-new-york-4914,school,,35-37 1/2 DIVISION STREET,New York,NY,Manhattan,10002,+12124313845,,,2,5,24.0,60,160,4914,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CAMP HARLEM GROWN,camp-harlem-grown-new-york-7421,camp,,127 WEST 127TH STREET SUITE 201,New York,NY,Manhattan,10027,+12128700113,,,0,16,,192,100,67421,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
SUNSHINE LC OF 3RD AVE LLC,sunshine-lc-of-3rd-ave-llc-new-york-1438,daycare,,2205 THIRD AVENUE,New York,NY,Manhattan,10035,+16467573168,,www.sunshinenewyork.com,0,2,,24,55,91438,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ST. LUKES'S SCHOOL,st-lukes-s-school-new-york-2575,school,,487 HUDSON STREET,New York,NY,Manhattan,10014,+12129245960,,www.stlukesschool.org,2,5,24.0,60,0,DC2575,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE CITY AND COUNTRY SCHOOL, INC.",the-city-and-country-school-inc-new-york-7002,school,,165 WEST 12 STREET,New York,NY,Manhattan,10011,+12122427802,,www.cityandcountry.org,2,5,24.0,60,45,7002,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BASIC TRUST,basic-trust-new-york-3795,daycare,,127 WEST 94TH STREET,New York,NY,Manhattan,10025,+12122226602,,www.basictrust.org,0,2,,24,18,103795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE CAEDMON SCHOOL,the-caedmon-school-new-york-5245,school,,416 East 80 Street,New York,NY,Manhattan,10075,+12128792296,,https://caedmonschool.org,2,5,24.0,60,108,105245,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
FRENCH INSTITUTE ALLIANCE FRANCAISE,french-institute-alliance-francaise-new-york-2557,school,,22 EAST 60TH STREET,New York,NY,Manhattan,10022,+16463886605,,www.fiaf.org,2,5,24.0,60,30,22557,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT BEGINNINGS NYC LLC,bright-beginnings-nyc-llc-new-york-5478,school,,80 BEEKMAN STREET,New York,NY,Manhattan,10038,+12122331030,,www.brightbeginningsnyc.com,2,5,24.0,60,25,55478,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EVERBROOK ACADEMY,everbrook-academy-new-york-7192,school,,225 EAST 38 STREET,New York,NY,Manhattan,10016,+12126828080,,,2,5,24.0,60,58,7192,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PERRY KIDS INC.,perry-kids-inc-new-york-3361,school,,55 BETHUNE STREET,New York,NY,Manhattan,10014,+12122551685,,,2,5,24.0,60,29,73361,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BATTERY PARK CITY DAY NURSERY, INC.",battery-park-city-day-nursery-inc-new-york-5249,school,,215 SOUTH END AVENUE,New York,NY,Manhattan,10280,+12129450088,,www.bpcdaynursery.com,2,5,24.0,60,84,5249,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK, INC",lutheran-social-services-of-metropolitan-new-york-inc-new-york-6441,school,,510-516 WEST 145TH STREET,New York,NY,Manhattan,10031,+16464490814,,www.lssny.org,2,5,24.0,60,204,26441,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK, INC",lutheran-social-services-of-metropolitan-new-york-inc-new-york-6441,school,,510-516 WEST 145TH STREET,New York,NY,Manhattan,10031,+16464490814,,www.lssny.org,2,5,24.0,60,204,26441,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KinderCare Education LLC,kindercare-education-llc-new-york-5280,school,,99 John Street,New York,NY,Manhattan,10038,+12123492423,,,2,5,24.0,60,74,105280,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-4711,daycare,,207-211 Thompson Street,New York,NY,Manhattan,10012,+12122019212,,nycpreschool.org,0,2,,24,10,104711,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,all-my-children-daycare-and-nursery-school-new-york-5462,school,,622 Amsterdam Avenue,New York,NY,Manhattan,10024,+17187302370,,,2,5,24.0,60,40,105462,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE HOUSE OF LITTLE PEOPLE, INC.",the-house-of-little-people-inc-new-york-5526,daycare,,122 EAST 91 STREET,New York,NY,Manhattan,10128,+12123692740,,www.thehouseoflittlepeople.org,0,2,,24,15,5526,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"THE HOUSE OF LITTLE PEOPLE, INC.",the-house-of-little-people-inc-new-york-5526,daycare,,122 EAST 91 STREET,New York,NY,Manhattan,10128,+12123692740,,www.thehouseoflittlepeople.org,0,2,,24,15,5526,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"CATHEDRAL PARKWAY TOWERS PRESCHOOL, INC.",cathedral-parkway-towers-preschool-inc-new-york-4675,school,,125 WEST 109 STREET,New York,NY,Manhattan,10025,+12127490291,,www.cathedralparkwaytowerspreschool.org,2,5,24.0,60,45,4675,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE FAMILY ANNEX INC.,the-family-annex-inc-new-york-4765,daycare,,560 WEST 113 STREET,New York,NY,Manhattan,10025,+12127493271,,www.familyannex.org,0,2,,24,11,4765,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
Manhattan Day School CAMP,manhattan-day-school-camp-new-york-5399,camp,,310 WEST   75 STREET,New York,NY,Manhattan,10023,+12123766800,,camporot.com,0,16,,192,100,105399,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
Lightbridge of Midtown Manhattan,lightbridge-of-midtown-manhattan-new-york-5423,daycare,,606 West  57  Street,New York,NY,Manhattan,10019,+13322164458,,www.lightbridgeacademy.com,0,2,,24,70,105423,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,friends-of-crown-height-educational-centers-new-york-6538,school,,3732 10TH AVENUE,New York,NY,Manhattan,10034,+12125675655,,fochdaycare.org,2,5,24.0,60,64,26538,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE WASHINGTON MARKET SCHOOL,the-washington-market-school-new-york-7297,school,,134 DUANE STREET,New York,NY,Manhattan,10013,+12124067271,,www.washingtonmarketschool.org,2,5,24.0,60,84,7297,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE MADISON AVENUE PRESBYTERIAN CHURCH,the-madison-avenue-presbyterian-church-new-york-1548,school,,921 MADISON AVENUE,New York,NY,Manhattan,10021,+12122889638,,www.mapc.com,2,5,24.0,60,107,1548,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KIDS IN THE GAME LLC,kids-in-the-game-llc-new-york-4882,camp,,4 East  90  Street,New York,NY,Manhattan,10128,+12126410260,,,0,16,,192,100,104882,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
ASSOCIATION TO BENEFIT CHILDREN,association-to-benefit-children-new-york-6390,school,,419 EAST 86TH STREET,New York,NY,Manhattan,10028,+12128453821,,www.a-b-c.org,2,5,24.0,60,120,6390,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS  CHILDREN'S CENTERS LLC,bright-horizons-children-s-centers-llc-new-york-7266,daycare,,435 EAST 70 STREET,New York,NY,Manhattan,10021,+12127466543,,www.brighthorizons.com/nyh,0,2,,24,28,7266,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"URBAN CONCEPTS OF NEW YORK ROUND THE CLOCK NURSERY, INC.",urban-concepts-of-new-york-round-the-clock-nursery-inc-new-york-8104,school,,301B WEST 130 STREET,New York,NY,Manhattan,10027,+12126940615,,,2,5,24.0,60,75,8104,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KIDDIE ACADEMY OF TRIBECA,kiddie-academy-of-tribeca-new-york-5045,school,,72 Reade Street,New York,NY,Manhattan,10007,+16469731964,,Kiddieacademy.com/academies/tribeca,2,5,24.0,60,109,105045,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS,  INC.",bright-horizons-children-s-centers-inc-new-york-7102,daycare,,4 TIMES SQUARE,New York,NY,Manhattan,10036,+12128403336,,WWW.BRIGHTHORIZONS.COM/timessquare,0,2,,24,14,7102,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
NY KIDS CLUB,ny-kids-club-new-york-4411,school,,345 EAST   94 STREET,New York,NY,Manhattan,10128,+19179248288,,www.nykidsclub.com,2,5,24.0,60,52,104411,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NY KIDS CLUB,ny-kids-club-new-york-4849,camp,,170 AMSTERDAM AVE,New York,NY,Manhattan,10023,+19177088440,,,0,16,,192,50,104849,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
GYMBOREE PLAY & MUSIC UES,gymboree-play-music-ues-new-york-3674,camp,,1622 1 AVENUE,New York,NY,Manhattan,10028,+12124529814,,gymboreeclasses.com,0,16,,192,60,103674,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
EMANUEL CONGREGATION OF THE CITY OF NEW YORK,emanuel-congregation-of-the-city-of-new-york-new-york-2003,school,,10 EAST 66 STREET,New York,NY,Manhattan,10065,+12127441400,,emanuelnyc.org,2,5,24.0,60,113,2003,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE ECOLE,the-ecole-new-york-5308,daycare,,206 5TH AVE,New York,NY,Manhattan,10010,+16465865105,,THEECOLE.ORG,0,2,,24,12,105308,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BANK STREET SUMMER CAMP,bank-street-summer-camp-new-york-4219,camp,,610 WEST 112 STREET,New York,NY,Manhattan,10025,+12128754705,,www.bankstreet.edu/camp,0,16,,192,500,34219,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"T. R. LITTLE PEOPLE, LTD.",t-r-little-people-ltd-new-york-7795,daycare,,127 EAST 90TH STREET,New York,NY,Manhattan,10128,+12128608118,,thehouseoflittlepeople.org,0,2,,24,8,7795,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"URBAN CONCEPTS OF NEW YORK ROUND THE CLOCK NURSERY, INC.",urban-concepts-of-new-york-round-the-clock-nursery-inc-new-york-8104,school,,301B WEST 130 STREET,New York,NY,Manhattan,10027,+12126940615,,,2,5,24.0,60,75,8104,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BANK STREET COLLEGE OF EDUCATION,bank-street-college-of-education-new-york-2979,school,,535 EAST 5TH STREET,New York,NY,Manhattan,10009,+12128754734,,,2,5,24.0,60,68,72979,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE CHILDREN'S AID SOCIETY,the-children-s-aid-society-new-york-6226,school,,1724-26 MADISON AVENUE,New York,NY,Manhattan,10029,+12128310556,,www.childrensaidsociety.org,2,5,24.0,60,60,6226,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE CHILDREN'S AID SOCIETY,the-children-s-aid-society-new-york-6226,school,,1724-26 MADISON AVENUE,New York,NY,Manhattan,10029,+12128310556,,www.childrensaidsociety.org,2,5,24.0,60,60,6226,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ICAMP,icamp-new-york-5654,camp,,1 WEST   88 STREET,New York,NY,Manhattan,10024,+16319034105,,,0,16,,192,0,105654,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"BRIGHT HORIZONS  CHILDREN'S CENTER, INC.",bright-horizons-children-s-center-inc-new-york-6138,daycare,,200 PARK AVENUE,New York,NY,Manhattan,10017,+12122865437,,WWW.BRIGHTHORIZONS.COM/PARKAVE,0,2,,24,16,6138,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BANK STREET COLLEGE FAMILY CENTER,bank-street-college-family-center-new-york-5728,school,,610 WEST 112 STREET,New York,NY,Manhattan,10025,+12128754412,,www.bankstreet.edu,2,5,24.0,60,50,5728,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Y M/Y W H A OF WASHINGTON HEIGHTS & INWOOD INC.,y-m-y-w-h-a-of-washington-heights-inwood-inc-new-york-1605,school,,54 NAGLE AVENUE,New York,NY,Manhattan,10040,+16467386090,,www.ywashhts.org,2,5,24.0,60,135,1605,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Y M/Y W H A OF WASHINGTON HEIGHTS & INWOOD INC.,y-m-y-w-h-a-of-washington-heights-inwood-inc-new-york-1605,school,,54 NAGLE AVENUE,New York,NY,Manhattan,10040,+16467386090,,www.ywashhts.org,2,5,24.0,60,135,1605,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"HAMILTON MADISON HOUSE, INC.",hamilton-madison-house-inc-new-york-6900,school,,77 MARKET STREET,New York,NY,Manhattan,10002,+16467070321,,hmhonline.org,2,5,24.0,60,38,6900,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
The Art Farm Summer Camp,the-art-farm-summer-camp-new-york-5643,camp,,1 W 88TH ST,New York,NY,Manhattan,10024,+19175963469,,,0,16,,192,100,105643,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
THE GODDARD SCHOOL,the-goddard-school-new-york-4592,daycare,,666 West End Avenue,New York,NY,Manhattan,10025,+12125954900,,WWW.GODDARDSCHOOL.COM,0,2,,24,72,104592,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,bright-horizons-children-s-centers-llc-new-york-0039,school,,910 9TH AVENUE,New York,NY,Manhattan,10019,+12123993919,,www.brighthorizons.com/columbuscircle,2,5,24.0,60,85,30039,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EVERBROOK ACADEMY,everbrook-academy-new-york-7192,school,,225 EAST 38 STREET,New York,NY,Manhattan,10016,+12126828080,,,2,5,24.0,60,58,7192,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTER,bright-horizons-children-s-center-new-york-6866,school,,18 EAST 48TH STREET,New York,NY,Manhattan,10017,+12126443206,,,2,5,24.0,60,23,6866,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
