centername,legalname,building,street,borough,zipcode,phone,permitnumber,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,url,datepermitted,actual,violationratepercent,violationavgratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,averagepublichealthhazardiolationrate,criticalviolationrate,avgcriticalviolationrate,inspectiondate,regulationsummary,violationstatus,inspectionsummaryresult,violationcategory,healthcodesubsection
BRIGHT HORIZONS CHILDREN'S CENTERS,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",100,WEST 89TH STREET,MANHATTAN,10024,646-930-0380,74818,2024-10-31T00:00:00.000,Permitted,0 YEARS - 2 YEARS,27,DC32487,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1032320,WWW.BRIGHTHORIZONS.COM/WEST89T,2014-10-31T00:00:00.000,Y,0,17.4391,7,8.4034,0,4.9984,0,15.3835,2020-12-29T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection,,
TEACHERS COLLEGE,TEACHERS COLLEGE,525,WEST 120TH STREET,MANHATTAN,10027,212-678-3403,4925,2023-07-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,22,DC14159,PRESCHOOL,GDC,Child Care - Pre School,1088704,www.tc.columbia.edu/centers/ho,2005-06-29T00:00:00.000,N,0,21.905,7,11.9769,0,6.1285,0,18.9541,2022-09-30T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
KinderCare Education LLC,KinderCare Education LLC,99,JOHN ST,MANHATTAN,10038,212-349-2423,105281,2025-01-11T00:00:00.000,Permitted,0 YEARS - 2 YEARS,42,DC39608,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1087867,,2021-01-11T16:31:23.000,Y,25,17.4391,11,8.4034,25,4.9984,25,15.3835,2023-01-10T00:00:00.000,"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.33(c)(1)
Y M/Y W H A OF WASHINGTON HEIGHTS & INWOOD INC.,Y M/Y W H A OF WASHINGTON HEIGHTS & INWOOD INC.,54,NAGLE AVENUE,MANHATTAN,10040,646-738-6090,1605,2024-10-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,135,DC14225,PRESCHOOL,GDC,Child Care - Pre School,1064146,www.ywashhts.org,2004-10-20T00:00:00.000,N,16.6667,21.905,12,11.9769,0,6.1285,16.6667,18.9541,2021-09-24T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
VIVVI 2 LLC,VIVVI 2 LLC,100,Church Street,MANHATTAN,10007,212-602-0829,105233,2024-09-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,105,DC39282,PRESCHOOL,GDC,Child Care - Pre School,1001409,www.vivvi.com,2020-09-03T15:35:59.000,Y,0,21.905,19,11.9769,0,6.1285,0,18.9541,2023-02-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"BEGINNINGS NURSERY SCHOOL, INC.",BEGINNINGS NURSERY SCHOOL,130,EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9240,2023-11-30T00:00:00.000,Permitted,2 YEARS - 5 YEARS,74,DC22469,PRESCHOOL,GDC,Child Care - Pre School,1017811,www.beginningsnursery.org,2011-11-30T00:00:00.000,Y,20,21.905,27,11.9769,0,6.1285,20,18.9541,2021-04-29T00:00:00.000,At time of inspection it was determined that child care service failed to take any and all necessary action to eliminate the potential for exposure to choking hazards by children.,CORRECTED,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection,CRITICAL,47.57(c)
MONTESSORI  FAMILY SCHOOL OF MANHATTAN,MONTESSORI FAMILY SCHOOL OF MANHATTAN,323,EAST 47 STREET,MANHATTAN,10017,212-688-5950,4730,2021-06-02T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,20,DC2864,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1038907,,2005-05-24T00:00:00.000,N,0,17.4391,7,8.4034,0,4.9984,0,15.3835,2021-10-04T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,745,7TH AVENUE,MANHATTAN,10019,212-526-1724,104126,2023-07-03T00:00:00.000,Permitted,0 YEARS - 2 YEARS,16,DC33457,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1084667,www.brighthorizons.com/barclay,2017-07-03T16:32:25.000,Y,0,17.4391,2,8.4034,0,4.9984,0,15.3835,2022-12-29T00:00:00.000,"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",CORRECTED,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection,GENERAL,47.33(c)(1)
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC","BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",435,EAST 70 STREET,MANHATTAN,10021,212-746-6543,7267,2024-10-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,51,DC11087,PRESCHOOL,GDC,Child Care - Pre School,1045818,www.brighthorizons.com,2004-02-07T00:00:00.000,N,25,21.905,10,11.9769,0,6.1285,25,18.9541,2022-09-19T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BUCKLE MY SHOE,TRIBECA NURSERY CENTER INC,230,WEST 13 STREET,MANHATTAN,10011,212-807-0518,4842,2022-01-23T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,30,DC2210,PRESCHOOL,GDC,Child Care - Pre School,1011091,https://www.bucklemyshoe.org,1989-08-14T00:00:00.000,Y,14.2857,21.905,8,11.9769,0,6.1285,14.2857,18.9541,2022-05-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"UNION SETTLEMENT ASSOCIATION, INC.","UNION SETTLEMENT ASSOCIATION,INC.",1565,MADISON AVENUE,MANHATTAN,10029,212-828-6078,1460,2024-06-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,91,DC1320,PRESCHOOL,GDC,Child Care - Pre School,1078840,www.unionsettlement.org,2002-10-28T00:00:00.000,N,16.6667,21.905,11,11.9769,16.6667,6.1285,0,18.9541,2023-03-27T00:00:00.000,Appropriate outdoor play area Not provided or maintained at the time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.47(a)
THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION,1395,LEXINGTON AVENUE,MANHATTAN,10128,212-415-5532,1940,2024-06-13T00:00:00.000,Permitted,2 YEARS - 5 YEARS,171,DC2408,PRESCHOOL,GDC,Child Care - Pre School,1048310,www.92NY.ORG,2004-04-29T00:00:00.000,N,25,21.905,33,11.9769,0,6.1285,25,18.9541,2022-01-13T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected,,
ESCUELA HISPANA  MONTESSORI,ESCUELA HISPANA MONTESSORI,180,SUFFOLK STREET,MANHATTAN,10002,646-437-7340,8173,2024-05-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,187,DC20894,PRESCHOOL,GDC,Child Care - Pre School,1004240,escuelahispanaelc.com,2010-05-25T00:00:00.000,Y,33.3333,21.905,25,11.9769,0,6.1285,33.3333,18.9541,2020-08-19T00:00:00.000,Exits and other egress Not provided with required signage at time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,47.59(a)
BRITISH INTERNATIONAL SCHOOL,BRITISH INTERNATIONAL SCHOOL OF NEW YORK,20,WATERSIDE PLAZA,MANHATTAN,10010,212-695-5980,,2115-01-23T00:00:00.000,Active,3 YEARS - 5 YEARS,45,DC15129,PRESCHOOL,SBCC,School Based Child Care,1083709,,,,0,45.1817,12,8.0094,0,23.3017,0,35.2291,2023-03-22T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BRIGHT HORIZONS AT EAST VILLAGE,BRIGHT HORIZONS CHILDREN'S CENTER LLC,526,E 14TH ST,MANHATTAN,10009,332-255-8506,105144,2024-02-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,54,DC38871,PRESCHOOL,GDC,Child Care - Pre School,1090264,www.brighthorizons.com,2020-02-18T09:19:13.000,Y,14.2857,21.905,8,11.9769,0,6.1285,14.2857,18.9541,2021-09-01T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
EVERBROOK ACADEMY,"TUTOR TIME LEARNING CENTERS,LLC",225,EAST 38 STREET,MANHATTAN,10016,212-682-8080,7192,2024-03-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,58,DC14339,PRESCHOOL,GDC,Child Care - Pre School,1087340,,2003-10-13T00:00:00.000,N,12.5,21.905,13,11.9769,0,6.1285,12.5,18.9541,2021-09-16T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,HGE FIC F LLC,775,COLUMBUS AVE,MANHATTAN,10025,551-333-1337,105788,2024-08-16T00:00:00.000,Permitted,0 YEARS - 2 YEARS,18,DC37574,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088481,https://polis.school,2022-08-16T14:50:18.000,Y,50,17.4391,7,8.4034,0,4.9984,50,15.3835,2023-04-04T00:00:00.000,"Staff and volunteers obtain documentation showing immunization with 2 doses measles/mumps, 1 dose rubella, 2 doses varicella and 1 dose Tdap. Medical exemptions only. History of measles, mumps or rubella shall Not replace MMR vaccine except in presence of MMR varicella antibodies.",CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.33(c)(1)
MONTCLARE CHILDREN'S SCHOOL LLC,MONTCLARE CHILDREN'S SCHOOL LLC,747,AMSTERDAM AVENUE,MANHATTAN,10025,212-865-4020,6953,2024-04-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,245,DC2989,PRESCHOOL,GDC,Child Care - Pre School,1055891,Montclareschool.org,2004-02-27T00:00:00.000,N,0,21.905,34,11.9769,0,6.1285,0,18.9541,2023-01-26T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"HAMILTON MADISON HOUSE, INC.","HAMILTON MADISON HOUSE, INC.",77,MARKET STREET,MANHATTAN,10002,646-707-0321,6900,2023-06-24T00:00:00.000,Permitted,2 YEARS - 5 YEARS,38,DC2839,PRESCHOOL,GDC,Child Care - Pre School,1077591,hmhonline.org,2005-06-24T00:00:00.000,N,0,21.905,2,11.9769,0,6.1285,0,18.9541,2020-11-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"BRIGHT HORIZONS  CHILDREN'S CENTERS, LLC","BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",409,EAST 60TH STREET,MANHATTAN,10022,212-750-4534,51198,2023-08-27T00:00:00.000,Permitted,2 YEARS - 5 YEARS,24,DC25326,PRESCHOOL,GDC,Child Care - Pre School,1045274,www.brighthorizons.com,2013-08-27T00:00:00.000,Y,25,21.905,8,11.9769,0,6.1285,25,18.9541,2023-01-03T00:00:00.000,Frozen food observed being thawed by unacceptable method at time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,81.09(g)
BRIGHT HORIZONS AT EAST VILLAGE,BRIGHT HORIZONS CHILDREN'S CENTER LLC,526,E 14TH ST,MANHATTAN,10009,332-255-8506,105144,2024-02-18T00:00:00.000,Permitted,2 YEARS - 5 YEARS,54,DC38871,PRESCHOOL,GDC,Child Care - Pre School,1090264,www.brighthorizons.com,2020-02-18T09:19:13.000,Y,14.2857,21.905,8,11.9769,0,6.1285,14.2857,18.9541,2021-08-18T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.33(b)
RENAISSANCE VILLAGE LLC.,RENAISSANCE VILLAGE LLC.,220,CABRINI BOULEVARD,MANHATTAN,10033,212-928-7855,7707,2023-02-02T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,29,DC16889,PRESCHOOL,GDC,Child Care - Pre School,1064369,WWW.RENVILLAGE.COM,2007-02-02T00:00:00.000,Y,40,21.905,9,11.9769,0,6.1285,40,18.9541,2023-03-08T00:00:00.000,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.25(a)(2)(B)
RENAISSANCE VILLAGE LLC.,RENAISSANCE VILLAGE LLC.,220,CABRINI BOULEVARD,MANHATTAN,10033,212-928-7855,7707,2023-02-02T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,29,DC16889,PRESCHOOL,GDC,Child Care - Pre School,1064369,WWW.RENVILLAGE.COM,2007-02-02T00:00:00.000,Y,40,21.905,9,11.9769,0,6.1285,40,18.9541,2023-03-08T00:00:00.000,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.25(a)(2)(B)
INTERNATIONAL ACADEMY OF NEW YORK,International Academy of New York,4,EAST   90 STREET,MANHATTAN,10128,212-641-0260,105049,2023-09-19T00:00:00.000,Permitted,2 YEARS - 5 YEARS,80,DC38100,PRESCHOOL,GDC,Child Care - Pre School,1046979,,2019-09-19T13:02:42.000,Y,75,21.905,4,11.9769,25,6.1285,75,18.9541,2022-03-08T00:00:00.000,At time of inspection required hand wash signs were Not provided.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.35(b)
"BEGINNINGS NURSERY SCHOOL, INC.",BEGINNINGS NURSERY SCHOOL,130,EAST 16TH STREET,MANHATTAN,10003,212-228-5679,9240,2023-11-30T00:00:00.000,Permitted,2 YEARS - 5 YEARS,74,DC22469,PRESCHOOL,GDC,Child Care - Pre School,1017811,www.beginningsnursery.org,2011-11-30T00:00:00.000,Y,20,21.905,27,11.9769,0,6.1285,20,18.9541,2023-01-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732,10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2022-10-25T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,64,DC24718,PRESCHOOL,GDC,Child Care - Pre School,1080030,fochdaycare.org,2012-10-25T00:00:00.000,Y,33.3333,21.905,8,11.9769,16.6667,6.1285,33.3333,18.9541,2022-10-06T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Compliance Inspection of Open Violations - Previously closed program re-opened,,
LAC EARLY CHILDHOOD CENTER,"LIFE ADJUSTMENT CENTER, INC.",2,FIFTH AVENUE,MANHATTAN,10011,212-828-3975,104253,2023-10-11T00:00:00.000,Permitted,,31,DC35249,PRESCHOOL,GDC,Child Care - Pre School,1008850,www.lifeadjustmentcenter.com,2017-10-11T19:06:43.000,Y,0,21.905,5,11.9769,0,6.1285,0,18.9541,2021-09-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
COLUMBIA GREENHOUSE NURSERY SCHOOL,COLUMBIA GREENHOUSE NURSERY SCHOOL,404,WEST 116 STREET,MANHATTAN,10027,212-666-4796,2049,2023-12-16T00:00:00.000,Permitted,2 YEARS - 5 YEARS,50,DC2579,PRESCHOOL,GDC,Child Care - Pre School,1056054,columbiagreenhouse.com,2005-11-20T00:00:00.000,N,0,21.905,13,11.9769,0,6.1285,0,18.9541,2022-01-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BASIC TRUST,"MILLER DAY CARE CENTER, INC.",127,WEST 94TH STREET,MANHATTAN,10025,212-222-6602,103795,2022-09-02T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,18,DC22985,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1032559,www.basictrust.org,2016-09-02T19:30:19.000,Y,40,17.4391,10,8.4034,0,4.9984,40,15.3835,2020-09-30T00:00:00.000,"Training in SIDS, Shaken Baby Syndrome and Safe Sleep practices Not provided to staff",CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,47.37(b)(4)
ALL MY CHILDREN DAYCARE AND NURSERY SCHOOL,All My Children Daycare and Nursery School,622,Amsterdam Avenue,MANHATTAN,10024,718-730-2370,105462,2023-08-04T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC38679,PRESCHOOL,GDC,Child Care - Pre School,1086107,,2021-08-04T08:51:40.000,Y,0,21.905,9,11.9769,0,6.1285,0,18.9541,2022-06-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
THE CALHOUN SCHOOL,THE CALHOUN LOWER SCHOOL,160,WEST 74 STREET,MANHATTAN,10023,212-497-6550,,2115-11-23T00:00:00.000,Active,3 YEARS - 5 YEARS,152,DC2591,PRESCHOOL,SBCC,School Based Child Care,1081029,,,,50,45.1817,39,8.0094,0,23.3017,50,35.2291,2021-11-10T00:00:00.000,Water Not tested for lead as required. Elevated lead levels Not remediated. School fails to use approved water source when indicated,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,43.24(a)
BANK STREET COLLEGE FAMILY CENTER,BANK STREET COLLEGE FAMILY CENTER,610,WEST 112 STREET,MANHATTAN,10025,212-875-4412,5728,2022-10-31T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,50,DC2207,PRESCHOOL,GDC,Child Care - Pre School,1057331,www.bankstreet.edu,2004-10-07T00:00:00.000,N,33.3333,21.905,4,11.9769,0,6.1285,33.3333,18.9541,2022-12-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,5,WEST 63 STREET,MANHATTAN,10023,212-912-2652,5205,2023-09-19T00:00:00.000,Permitted,0 YEARS - 2 YEARS,30,DC2224,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1027468,ymcanyc.org/westside,2004-07-01T00:00:00.000,N,14.2857,17.4391,7,8.4034,0,4.9984,14.2857,15.3835,2022-12-09T00:00:00.000,Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.13(f)
YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,5,WEST 63 STREET,MANHATTAN,10023,212-912-2652,5205,2023-09-19T00:00:00.000,Permitted,0 YEARS - 2 YEARS,30,DC2224,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1027468,ymcanyc.org/westside,2004-07-01T00:00:00.000,N,14.2857,17.4391,7,8.4034,0,4.9984,14.2857,15.3835,2022-12-09T00:00:00.000,Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.13(f)
"FORT GEORGE COMMUNITY SERVICES, INC.","FORT GEORGE COMMUNITY SERVICES, INC.",601,WEST 186TH  STREET,MANHATTAN,10033,212-927-2210,7832,2023-10-27T00:00:00.000,Permitted,2 YEARS - 5 YEARS,51,DC17816,PRESCHOOL,GDC,Child Care - Pre School,1063981,www.fortgeorgecenter.org,2007-10-22T00:00:00.000,Y,0,21.905,7,11.9769,0,6.1285,0,18.9541,2022-02-18T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
Eastside Day School LLC,"Gymtime / Rhythm & Glues, Inc.",1520,YORK AVENUE,MANHATTAN,10028,212-734-1000,103853,2024-11-10T00:00:00.000,Permitted,0 YEARS - 2 YEARS,28,DC34606,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1050869,eastsidedayschool.com,2016-11-10T18:40:49.000,Y,0,17.4391,11,8.4034,0,4.9984,0,15.3835,2022-09-15T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
BRIGHT HORIZONS CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTER INC.,888,MAIN STREET,MANHATTAN,10044,212-750-5301,7648,2024-10-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,32,DC14950,PRESCHOOL,GDC,Child Care - Pre School,1086085,www.brighthorizons.com/octagon,2006-09-28T00:00:00.000,Y,60,21.905,4,11.9769,40,6.1285,40,18.9541,2021-02-08T00:00:00.000,At time of inspection hallways and other means of egress were observed obstructed and impassable.,CORRECTED,Initial Annual Inspection - Reinspection Required,PUBLIC HEALTH HAZARD,47.41(f)
THE ROCKEFELLER UNIVERSITY,THE ROCKEFELLER UNIVERSITY,1230,YORK AVE,MANHATTAN,10065,212-327-7071,7784,2023-06-15T00:00:00.000,Permitted,2 YEARS - 5 YEARS,77,DC17224,PRESCHOOL,GDC,Child Care - Pre School,1087137,www.rockefeller.edu,2007-06-15T00:00:00.000,Y,40,21.905,20,11.9769,0,6.1285,40,18.9541,2020-10-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"THE EDUCATIONAL ALLIANCE, INC.","THE EDUCATIONAL ALLIANCE, INC.",197,EAST BROADWAY,MANHATTAN,10002,646-395-4233,6531,2024-10-06T00:00:00.000,Permitted,0 YEARS - 2 YEARS,66,DC12262,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1003704,www.edalliance.org,2006-10-06T00:00:00.000,N,0,17.4391,20,8.4034,0,4.9984,0,15.3835,2020-11-06T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
