name,address,city,state,zip_code,county,license_number,phone,email,provider_type_raw,type,ages_served_raw,age_min_months,age_max_months,age_range_min,age_range_max,capacity,slug,source,source_url,source_as_of_date,is_verified_by_gov,is_profile_public,lat,lng,geocode_status
AtlantiCare Kids,810 South Main Street,Pleasantville,NJ,08232,Atlantic,080100174,+16096776973,ronni.lerner@atlanticare.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,atlanticare-kids-pleasantville-nj-9f774c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Children Academy,213 East Jimmie Leeds Road,Galloway,NJ,08205,Atlantic,01TUT0001,+16094044700,director@childrenacademynj.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,176.0,children-academy-galloway-nj-b9c700,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Trinity Learning Center,7004 Ridge Avenue,Egg Harbor Township,NJ,08234,Atlantic,01TRI0001,+16096539001,abaldwin@trinitylearningcenter.org,Child Care Center,daycare,0 - 13 years,0,156,0,156,180.0,trinity-learning-center-egg-harbor-township-nj-44dec5,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Toddler Town Infant Nursery & Preschool,425 South Egg Harbor Road,Hammonton,NJ,08037,Atlantic,01TOD0001,+16095617300,kprivitera@comcast.net,Child Care Center,daycare,0 - 6 years,0,72,0,72,55.0,toddler-town-infant-nursery-preschool-hammonton-nj-fa7f0d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Standing Tall,182A South New York Road,Galloway,NJ,08205,Atlantic,01STA0001,+16096520498,standingtalldaycare@hotmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,90.0,standing-tall-galloway-nj-bb304f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Spruce Head Start Center,3048-3050 Spruce Avenue,Egg Harbor Township,NJ,08234,Atlantic,01SPR0001,+18564976692,oclark@gatewaycap.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,88.0,spruce-head-start-center-egg-harbor-township-nj-555452,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Salvation Army,22 S Texas Avenue,Atlantic City,NJ,08401,Atlantic,01SAL0001,+16093440660,george.mayes@use.salvationarmy.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,80.0,the-salvation-army-atlantic-city-nj-1f8f98,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Robinson Small Learning Center,715 Baltic Ave,Atlantic City,NJ,08401,Atlantic,01ROB0001,+16093442737,rslcca@aol.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,66.0,robinson-small-learning-center-atlantic-city-nj-7fc444,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Peace Lutheran Christian Preschool,328 East Great Creek Road,Galloway,NJ,08205,Atlantic,01PEA0001,+16097480094,peacepre@gmail.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,30.0,peace-lutheran-christian-preschool-galloway-nj-42862c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"One Love Day Care and Preschool, LLC",868 Harding Highway,Buena Vista,NJ,08310,Atlantic,01ONE0001,+18566970485,onelovedaycare@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,28.0,one-love-day-care-and-preschool-llc-buena-vista-nj-6eb0cf,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Milton and Betty Katz Jewish Comm.Ctr.Childcare & Preschool,501 North Jerome Avenue,Margate,NJ,08402,Atlantic,01MIL0001,+16098221167,mrosenblatt@jccatlantic.org,Child Care Center,daycare,0 - 13 years,0,156,0,156,160.0,milton-and-betty-katz-jewish-comm-ctr-childcare-preschool-margate-nj-bba479,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Margate Community Church Nursery School,8900 Ventnor Avenue,Margate,NJ,08402,Atlantic,01MAR0001,+16094879460,facefam@comcast.net,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,50.0,margate-community-church-nursery-school-margate-nj-c41502,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Reggio's Treehouse at Little Flyers Academy,300 Faa William J. Hughes Tech Ctr,Atlantic City,NJ,08405,Atlantic,01LIT0009,+16094855429,phyllis.ctr.reinhard@faa.gov,Child Care Center,daycare,0 - 6 years,0,72,0,72,56.0,reggio-s-treehouse-at-little-flyers-academy-atlantic-city-nj-a32045,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Lambs Christian Preschool,1202 Crocus Street,Mays Landing,NJ,08330,Atlantic,01LIT0008,+16099658070,renyfishman@yahoo.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,24.0,little-lambs-christian-preschool-mays-landing-nj-d6cd18,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Linwood Head Start Center,2115 New Road,Linwood,NJ,08221,Atlantic,01LIN0003,+18564530803,ppuerta@gatewaycap.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,58.0,linwood-head-start-center-linwood-nj-974e5c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kreative Kids,1317 Route 50,Mays Landing,NJ,08330,Atlantic,01KRE0001,+16099091751,njkreativekids@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,49.0,kreative-kids-mays-landing-nj-bb36ac,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
The Kingdom Academy,1033 North Main Street,Pleasantville,NJ,08232,Atlantic,01KIN0001,+16095699905,holleyg3@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,27.0,the-kingdom-academy-pleasantville-nj-e846d2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Kiddie Kastle Academy, LLC",515 Tilton Road,Northfield,NJ,08225,Atlantic,01KID0011,+16092728000,heatherjones0426@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,69.0,kiddie-kastle-academy-llc-northfield-nj-ec6368,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Kids' Choice Academy, L.L.C.",6652 Black Horse Pike,Egg Harbor Township,NJ,08234,Atlantic,01KID0010,+16092040699,kidschoiceacademy@verizon.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,93.0,kids-choice-academy-l-l-c-egg-harbor-township-nj-67924f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"New Millennium Childcare Center II, LLC",3156 Fire Road,Egg Harbor Township,NJ,08234,Atlantic,01KID0009,+16098679177,jdenise1960@hotmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,43.0,new-millennium-childcare-center-ii-llc-egg-harbor-township-nj-098ae7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
KidAcademy,101 Morton Ave,Absecon,NJ,08201,Atlantic,01KID0005,+16096463435,debras@kidacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,49.0,kidacademy-absecon-nj-7d84ad,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kids Place,546 Cincinnati Avenue,Egg Harbor City,NJ,08215,Atlantic,01KID0003,+16099655044,kidzplas@verizon.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,24.0,kids-place-egg-harbor-city-nj-abdaea,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
AtlantiCare After-School Program,601 North 4Th Street,Hammonton,NJ,08037,Atlantic,01HAM0002,+16095672900,abh.afterschool@gmail.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,225.0,atlanticare-after-school-program-hammonton-nj-91427d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Hammonton Head Start Center,150 Sports Drive,Hammonton,NJ,08037,Atlantic,01HAM0001,+16093859474,juribe@gatewaycap.org,Child Care Center,daycare,0 - 6 years,0,72,0,72,28.0,hammonton-head-start-center-hammonton-nj-4506b2,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
English Creek Academy,600 Scarborough Drive,Egg Harbor Township,NJ,08234,Atlantic,01ENG0001,+16096459800,englishcreekacademy@comcast.net,Child Care Center,daycare,0 - 13 years,0,156,0,156,246.0,english-creek-academy-egg-harbor-township-nj-0ad47f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Tiny Hands Learning Center,6760 Washington Avenue,Egg Harbor Township,NJ,08234,Atlantic,01DIS0001,+16098924741,tinyhandslc609@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,81.0,tiny-hands-learning-center-egg-harbor-township-nj-a45dc7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
"Davis-Holland Learning Center, Inc.",1445 Cantillon Boulevard,Mays Landing,NJ,08330,Atlantic,01DAV0001,+16099099979,davishollandlearningcenter@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,30.0,davis-holland-learning-center-inc-mays-landing-nj-e1211e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Creative Learning Pre-School,515 West Hamilton Avenue,Linwood,NJ,08221,Atlantic,01CRE0001,+16099274715,ellieclp@aol.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,160.0,creative-learning-pre-school-linwood-nj-837024,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Congregation Beth Israel Nursery School,2501 Shore Road,Northfield,NJ,08225,Atlantic,01CON0001,+16096413600,cookie.feldman@cbinorthfield.org,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,75.0,congregation-beth-israel-nursery-school-northfield-nj-3d5712,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
AtlantiCare Kids,1311 South Main Street,Pleasantville,NJ,08232,Atlantic,01ATL0028,+16096419309,ronni.lerner@atlanticare.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,60.0,atlanticare-kids-pleasantville-nj-9f774c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Project TEACH - Atlantic,2562 Tilton Road,Egg Harbor Township,NJ,08234,Atlantic,01ATL0027,+16095733730,soneia.frazier@dcf.nj.gov,Child Care Center,daycare,0 - 6 years,0,72,0,72,30.0,project-teach-atlantic-egg-harbor-township-nj-9e0259,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
AtlantiCare Kids,100 West Leeds Avenue,Pleasantville,NJ,08232,Atlantic,01ATL0021,+16096419309,ronni.lerner@atlanticare.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,89.0,atlanticare-kids-pleasantville-nj-9f774c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
AtlantiCare Kids,201 North Main Street,Pleasantville,NJ,08232,Atlantic,01ATL0014,+16096775486,ronni.lerner@atlanticare.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,75.0,atlanticare-kids-pleasantville-nj-9f774c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Atlantic City Day Nursery,101 North Boston Avenue,Atlantic City,NJ,08401,Atlantic,01ATL0003,+16093453569,acdn@comcast.net,Child Care Center,daycare,0 - 6 years,0,72,0,72,87.0,atlantic-city-day-nursery-atlantic-city-nj-bbeee5,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Tiny Hands Absecon LLC,515 Mill Road,Absecon,NJ,08201,Atlantic,01ALL0005,+16093802452,tonytaylor36@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,75.0,tiny-hands-absecon-llc-absecon-nj-c49c9c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
AlphaBEST at Luther Lee Emerson School,15 Columbus Road,Demarest,NJ,07627,Bergen,CCC129009,+14016360140,kshah-pillai@alphabest.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,65.0,alphabest-at-luther-lee-emerson-school-demarest-nj-3fa0d4,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
BGCG #9,62 Alpine Street,Garfield,NJ,07026,Bergen,CCC128729,+19734787662,abanch@bgcgarfield.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,113.0,bgcg-9-garfield-nj-f5d150,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
BGCG #7,225 Lincoln Place,Garfield,NJ,07026,Bergen,CCC128728,+19734787662,ycanepa@bgcgarfield.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,75.0,bgcg-7-garfield-nj-4dd260,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
BGCG #6,111 Palisade Avenue,Garfield,NJ,07026,Bergen,CCC128726,+19734787662,ycanepa@bgcgarfield.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,75.0,bgcg-6-garfield-nj-12e47d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Garfield YMCA ECLC Building,241 Ray St,Garfield,NJ,07026,Bergen,CCC128396,+19737727450,tarac@garfieldymca.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,164.0,garfield-ymca-eclc-building-garfield-nj-7fc78e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
True Light Academy LLC,18 Essex Road,Paramus,NJ,07652,Bergen,CCC128320,+12018808761,educhurch9191@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,73.0,true-light-academy-llc-paramus-nj-004a3c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Garfield YMCA - GPPA #1,464 Outwater Lane,Garfield,NJ,07026,Bergen,CCC128137,+19737727450,tarac@garfieldymca.com,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,15.0,garfield-ymca-gppa-1-garfield-nj-1a8969,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Kid's Kingdom LLC,353 East Clinton Avenue,Tenafly,NJ,07670,Bergen,CCC127659,+18457215346,stacieann@optonline.net,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,54.0,kid-s-kingdom-llc-tenafly-nj-05131f,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Think Learn Create Academy LLC,36A East Midland Ave,Paramus,NJ,07652,Bergen,CCC127492,+12019162904,paramus@thinklearncreate.org,Child Care Center,daycare,0 - 13 years,0,156,0,156,55.0,think-learn-create-academy-llc-paramus-nj-60128b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Everbrook Academy,22 Philips Parkway,Montvale,NJ,07645,Bergen,CCC127411,+15517880611,4846@everbrookacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,180.0,everbrook-academy-montvale-nj-8933b3,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Young World Day School Inc,585 Wyckoff Avenue,Mahwah,NJ,07430,Bergen,CCC127248,+12013273888,ywds@optonline.net,Child Care Center,daycare,2 1/2 - 6 years,30,72,30,72,139.0,young-world-day-school-inc-mahwah-nj-57a29b,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
AlphaBEST at Washington Saddle Brook,"225 Market St,",Saddle Brook,NJ,07663,Bergen,CCC126821,+19737394511,rknapp@alphabest.org,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,133.0,alphabest-at-washington-saddle-brook-saddle-brook-nj-512c6c,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Little Prints Daycare IV,361 Passaic Avenue,Lodi,NJ,07644,Bergen,CCC123654,+19732722900,littleprintsnj4@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,60.0,little-prints-daycare-iv-lodi-nj-806edd,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Lightbridge Academy of Montvale,295 West Grand Avenue,Montvale,NJ,07645,Bergen,CCC123421,+12012979990,montvale_nj@lightbridgeacademy.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,120.0,lightbridge-academy-of-montvale-montvale-nj-893a81,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Nell's Nursery,83 Keasler Avenue,Lodi,NJ,07644,Bergen,CCC123338,+19738613202,nellsnurserynj@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,22.0,nell-s-nursery-lodi-nj-b59b94,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Cradles to Crayons III,35 Jefferson Avenue,Emerson,NJ,07630,Bergen,CCC122556,+12017856661,laura@c2childcare.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,120.0,cradles-to-crayons-iii-emerson-nj-5ff707,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Teaneck Community Education Center Benjamin Franklin School,1315 Taft Road,Teaneck,NJ,07666,Bergen,CCC122423,+12019573459,cdrootin@teaneckschools.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,teaneck-community-education-center-benjamin-franklin-school-teaneck-nj-3101d7,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Goddard School of Lyndhurst,430 Lewandowski Street,Lyndhurst,NJ,07071,Bergen,CCC122275,+18482480785,lyndhurstnj@goddardschools.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,169.0,goddard-school-of-lyndhurst-lyndhurst-nj-bce0df,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Boys & Girls Clubs of LBC’s Comet Academic After-School Partnership (CAAP) @ HMS,321 State Street,Hackensack,NJ,07601,Bergen,CCC122181,+19734737410,nrossi@bgclbergen.org,Child Care Center,daycare,6 - 13 years,72,156,72,156,296.0,boys-girls-clubs-of-lbcs-comet-academic-after-school-partnership-caap-hms-hackensack-nj-909576,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Bright Adventures,547-555 Main Street,Hackensack,NJ,07601,Bergen,CCC121696,+12015467462,brightadventureshackensack@gmail.com,Child Care Center,daycare,0 - 13 years,0,156,0,156,204.0,bright-adventures-hackensack-nj-bda2b9,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Meadows Montessori,150 Franklin Avenue,Oakland,NJ,07436,Bergen,CCC121662,+12016758726,meadowsmontessori.nj@gmail.com,Child Care Center,daycare,2 1/2 - 13 years,30,156,30,156,52.0,meadows-montessori-oakland-nj-b35fba,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Junior Explorers,764 Grant Avenue,Maywood,NJ,07607,Bergen,CCC121569,+12016155166,jrexplorersbcac@gmail.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,160.0,junior-explorers-maywood-nj-6ebb45,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Fort Lee 4,1193 Anderson Avenue,Fort Lee,NJ,07024,Bergen,CCC121560,+12016586465,valerie.rana@rightatschool.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,150.0,right-at-school-at-fort-lee-4-fort-lee-nj-ba2710,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Fort Lee 2,2047 Jones Road,Fort Lee,NJ,07024,Bergen,CCC121559,+12016585813,valerie.rana@rightatschool.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,161.0,right-at-school-at-fort-lee-2-fort-lee-nj-44fc3e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Fort Lee 3,2405 Second Street,Fort Lee,NJ,07024,Bergen,CCC121558,+12016586371,valerie.rana@rightatschool.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,100.0,right-at-school-at-fort-lee-3-fort-lee-nj-17bd9d,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
Right at School at Fort Lee 1,250 Hoym Street,Fort Lee,NJ,07024,Bergen,CCC121557,+12016584691,valerie.rana@rightatschool.com,Child Care Center,daycare,6 - 13 years,72,156,72,156,180.0,right-at-school-at-fort-lee-1-fort-lee-nj-caa26e,NJ_DCF,https://www.nj.gov/dcf/about/divisions/ol/NJDCF-Licensed-Child-Care-Centers.pdf,2025-08-01,True,True,,,NONE
